Equipment ID,Year,Consumption,Stock,Demand,ACL,SES,Exp Fit,MSL,USL,PLT,RPQ
1,1990,0,1697,480,,,0.0,,,12,
1,1991,0,2527,363,,0.0,0.0,,,12,
1,1992,0,2327,545,,0.0,0.0,,,12,
1,1993,0,2801,541,0.0,0.0,0.0,0.0,0.0,12,-2801.0
1,1994,0,2930,490,0.0,0.0,0.0,0.0,0.0,12,-2930.0
1,1995,0,3249,525,0.0,0.0,0.0,0.0,0.0,12,-3249.0
1,1996,0,3210,624,0.0,0.0,0.0,0.0,0.0,12,-3210.0
1,1997,0,3113,574,0.0,0.0,0.0,0.0,0.0,12,-3113.0
1,1998,0,3463,799,0.0,0.0,0.0,0.0,0.0,12,-3463.0
1,1999,0,3677,828,0.0,0.0,0.0,0.0,0.0,12,-3677.0
1,2000,0,3907,835,0.0,0.0,0.0,0.0,0.0,12,-3907.0
1,2001,0,4461,786,0.0,0.0,0.0,0.0,0.0,12,-4461.0
1,2002,0,4335,914,0.0,0.0,0.0,0.0,0.0,12,-4335.0
1,2003,0,4993,890,0.0,0.0,0.0,0.0,0.0,12,-4993.0
1,2004,0,5208,1022,0.0,0.0,0.0,0.0,0.0,12,-5208.0
1,2005,0,4557,1009,0.0,0.0,0.0,0.0,0.0,12,-4557.0
1,2006,0,4744,1053,0.0,0.0,0.0,0.0,0.0,12,-4744.0
1,2007,0,5236,1281,0.0,0.0,0.0,0.0,0.0,12,-5236.0
1,2008,0,5929,1160,0.0,0.0,0.0,0.0,0.0,12,-5929.0
1,2009,0,5655,1148,0.0,0.0,0.0,0.0,0.0,12,-5655.0
1,2010,0,5763,1204,0.0,0.0,0.0,0.0,0.0,12,-5763.0
1,2011,0,5873,1188,0.0,0.0,0.0,0.0,0.0,12,-5873.0
1,2012,0,6593,1412,0.0,0.0,0.0,0.0,0.0,12,-6593.0
1,2013,0,6273,1312,0.0,0.0,0.0,0.0,0.0,12,-6273.0
1,2014,0,6468,1356,0.0,0.0,0.0,0.0,0.0,12,-6468.0
1,2015,0,6450,1462,0.0,0.0,0.0,0.0,0.0,12,-6450.0
